fid_1,bezeichnun,gis_id,elem_nr,datum,bildpfad,pgr_m,pgr_a,zw_pgr_m,zw_pgr_a,aun,twgeb,twrio,twsub,gw,kreuz,spt,ris,efli,afli,obs,ausbr,onf,zw_spt,zw_aun,zw_ris,zw_efli,zw_afli,zw_obs,lqrl,lqrp,eksl,eksp,btef,btep,sff,zw_btef,zw_btep,zw_lqrl,zw_lqrp,zw_eksl,zw_eksp,vnk,nnk,lage,fs,vst,bst,od_fs,zk,material,bauw,ausb
3469,Fahrbahn,Fl_20150413_3469,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28132\25.jpg,1.92,0.714,1.24,1.36,0,3.82,2.86,3.1,3.82,Ku,18.19838103,0,30,0,0,0,0,3.82,0,1,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2135,Fahrbahn,Fl_20150413_2135,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28132\41.jpg,1.28,0.229285714,1.16,1.11,0,3.19,1.58,1.98,3.19,M,13.29124365,0,5,0,0,0,0,3.19,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3476,Fahrbahn,Fl_20150413_3476,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28133\24.jpg,2.96,0.709473684,1.37,1.35,0,3.46,3.12,3.21,3.46,M,14.7610951,5,25,0,0,0,0,3.46,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
3480,Fahrbahn,Fl_20150413_3480,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28133\3.jpg,8.51,2.939277108,2.63,3.94,0,3.94,1.88,2.39,3.94,Ku,16.05944355,0,10,0,0,0,0,3.61,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
3453,Fahrbahn,Fl_20150413_3453,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\25.jpg,6.63,2.241014493,2.16,3.15,0,5,1,2,5,U,34.66663221,0,0,0,0,0,0,5,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2083,Fahrbahn,Fl_20150413_2083,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\36.jpg,2.62,0.800294118,1.33,1.4,0,2.94,1,1.48,2.94,Lu,11.90606522,0,0,0,0,0,0,2.94,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3456,Fahrbahn,Fl_20150413_3456,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\4.jpg,14.75,4.263666667,4.19,5,0,5,1.88,2.66,5,U,13.76895472,0,10,0,0,0,0,3.28,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2082,Fahrbahn,Fl_20150413_2082,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\40.jpg,3.12,0.908095238,1.39,1.45,0,3.05,1,1.51,3.05,Lu,12.51282907,0,0,0,0,0,0,3.05,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
1870,Fahrbahn,Fl_20150413_1870,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\48.jpg,19.53,4.653015873,5,5,0,5,1,2,5,U,15.97445316,0,0,0,0,0,0,3.6,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1867,Fahrbahn,Fl_20150413_1867,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28134\71.jpg,7.24,2.1425,2.31,3.02,0,3.28,2.67,2.82,3.28,M,13.78466281,0,25,0,0,0,0,3.28,0,1,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
1875,Fahrbahn,Fl_20150413_1875,44510007_44520008.02,2015/4/13,Los1\Bilddaten\28135\24.jpg,12.16,6.247575758,3.54,5,0,5,3.62,3.97,5,U,11.45517255,15,15,0,0,0,0,2.86,0,3.5,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1873,Fahrbahn,Fl_20150413_1873,44510007_44520008.02,2015/4/13,Los1\Bilddaten\28135\4.jpg,17.21,4.181875,4.8,5,0,5,2.42,3.07,5,U,13.54218035,0,20,0,0,0,0,3.23,0,1,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1885,Fahrbahn,Fl_20150413_1885,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28136\21.jpg,5.61,1.940338983,1.9,2.75,0,2.75,1,1.44,2.75,Lu,7.077383147,0,0,0,0,0,0,2.06,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
1416,Fahrbahn,Fl_20150413_1416,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28136\27.jpg,6.98,1.602,2.25,2.3,0,2.3,1,1.33,2.3,Lu,6.828119813,0,0,0,0,0,0,2.01,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,3,2,,
1883,Fahrbahn,Fl_20150413_1883,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28136\33.jpg,0.55,0.475,1.07,1.24,0,1.74,1,1.18,1.74,Lu,5.293760737,0,0,0,0,0,0,1.74,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,2,2,,
1882,Fahrbahn,Fl_20150413_1882,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28136\39.jpg,6.01,2.251136364,2,3.17,0,3.17,1,1.54,3.17,Lu,6.263056949,0,0,0,0,0,0,1.91,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
1887,Fahrbahn,Fl_20150413_1887,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28136\8.jpg,5.43,2.162941176,1.86,3.05,0,3.05,1,1.51,3.05,Lu,7.759467707,0,0,0,0,0,0,2.18,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
1410,Fahrbahn,Fl_20150413_1410,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\10.jpg,9.08,3.502066116,2.77,4.5,0,4.5,3.25,3.57,4.5,U,9.597985659,5,30,0,0,0,0,2.52,0,2.07,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1411,Fahrbahn,Fl_20150413_1411,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\17.jpg,6.23,1.740361446,2.06,2.49,0,2.49,1,1.37,2.49,Lu,6.42883749,0,0,0,0,0,0,1.94,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,3,2,,
1880,Fahrbahn,Fl_20150413_1880,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\24.jpg,16.34,1.574782609,4.59,2.27,0,4.59,1.88,2.55,4.59,U,8.723919195,0,10,0,0,0,0,2.36,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1414,Fahrbahn,Fl_20150413_1414,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\36.jpg,4.15,0.67,1.54,1.34,0,1.89,1,1.22,1.89,Lu,6.144726367,0,0,0,0,0,0,1.89,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,2,2,,
1415,Fahrbahn,Fl_20150413_1415,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\43.jpg,6.84,1.606190476,2.21,2.31,0,2.31,1,1.33,2.31,Lu,5.245784448,0,0,0,0,0,0,1.73,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,3,2,,
1417,Fahrbahn,Fl_20150413_1417,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\56.jpg,8.67,3.1375,2.67,4.14,0,4.14,1,1.78,4.14,Ku,7.604719151,0,0,0,0,0,0,2.16,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
1418,Fahrbahn,Fl_20150413_1418,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\63.jpg,8.78,2.988191489,2.7,3.99,0,3.99,1,1.75,3.99,Ku,8.599130939,0,0,0,0,0,0,2.34,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
1419,Fahrbahn,Fl_20150413_1419,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\70.jpg,10.23,2.788583333,3.06,3.79,0,3.79,1,1.7,3.79,Ku,7.617369785,0,0,0,0,0,0,2.16,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
1420,Fahrbahn,Fl_20150413_1420,44510012_44510007.02,2015/4/13,Los1\Bilddaten\28137\77.jpg,14.89,4.005604396,4.22,5,0,5,1.88,2.66,5,U,10.55005292,0,10,0,0,0,0,2.69,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1408,Fahrbahn,Fl_20150413_1408,44510007_44520008.02,2015/4/13,Los1\Bilddaten\28138\12.jpg,11.72,2.96039604,3.43,3.96,0,3.96,1.88,2.4,3.96,Ku,8.620873034,0,10,0,0,0,0,2.34,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
1409,Fahrbahn,Fl_20150413_1409,44510007_44520008.02,2015/4/13,Los1\Bilddaten\28138\19.jpg,10.47,4.656,3.12,5,0,5,2.79,3.34,5,U,7.540516661,5,15,0,0,0,0,2.14,0,2.07,2.67,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
1399,Fahrbahn,Fl_20150413_1399,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28139\12.jpg,10.91,2.844939759,3.23,3.84,0,3.84,2.42,2.78,3.84,Ku,11.77479204,0,20,0,0,0,0,2.91,0,1,3.08,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
1400,Fahrbahn,Fl_20150413_1400,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28139\18.jpg,13.83,3.407402597,3.96,4.41,0,4.41,1,1.85,4.41,Ku,14.60412168,0,0,0,0,0,0,3.43,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
1401,Fahrbahn,Fl_20150413_1401,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28139\24.jpg,13.66,5.631875,3.92,5,0,5,2.47,3.1,5,U,12.82700609,5,0,0,5,0,0,3.1,0,2.07,1,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2110,Fahrbahn,Fl_20150413_2110,44520008_44520005.01,2015/4/13,Los1\Bilddaten\28139\48.jpg,5.41,1.508823529,1.85,2.18,0,3.08,1.58,1.95,3.08,M,12.68215815,0,5,0,0,0,0,3.08,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2145,Fahrbahn,Fl_20150413_2145,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\15.jpg,3.77,0.991818182,1.47,1.5,0,2.95,1,1.49,2.95,Lu,11.98645495,0,0,0,0,0,0,2.95,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
2146,Fahrbahn,Fl_20150413_2146,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\21.jpg,4.79,1.187222222,1.7,1.75,0,3.39,1,1.6,3.39,Lu,14.41826527,0,0,0,0,0,0,3.39,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2147,Fahrbahn,Fl_20150413_2147,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\26.jpg,1.52,0.453888889,1.19,1.23,0,3.29,1,1.57,3.29,Lu,13.86659022,0,0,0,0,0,0,3.29,0,1,1,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2143,Fahrbahn,Fl_20150413_2143,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\3.jpg,14.25,2.682881356,4.06,3.68,0,4.06,3.61,3.72,4.06,V,10.76598402,5,40,0,5,0,0,2.73,0,2.07,4.5,1,1.83,,,,,,,0,,,,,,,,,,,0,0,0,7,2,,
2148,Fahrbahn,Fl_20150413_2148,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\32.jpg,3.57,1.090384615,1.45,1.62,0,2.87,2.86,2.86,2.87,M,11.51414582,1,25,0,0,0,0,2.87,0,1.5,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,4,2,,
3475,Fahrbahn,Fl_20150413_3475,44520005_45520026.01,2015/4/13,Los1\Bilddaten\28140\9.jpg,1.91,0.628333333,1.24,1.31,0,3.26,3.53,3.46,3.46,Ko,13.67655122,10,15,1,10,1,0,3.26,0,2.79,2.67,1.5,2.75,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2136,Fahrbahn,Fl_20150413_2136,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28141\13.jpg,1.96,0.9,1.25,1.45,0,3.59,1.58,2.08,3.59,Ku,15.93711482,0,5,0,0,0,0,3.59,0,1,1.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2137,Fahrbahn,Fl_20150413_2137,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28141\18.jpg,1.3,1.099,1.16,1.63,0,3.4,1.88,2.26,3.4,M,14.43106127,0,10,0,0,0,0,3.4,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2138,Fahrbahn,Fl_20150413_2138,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28141\23.jpg,2.35,1.76,1.29,2.51,0,3.21,1.88,2.21,3.21,M,13.42603054,0,10,0,0,0,0,3.21,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,5,2,,
2141,Fahrbahn,Fl_20150413_2141,45520026_45520027.01,2015/4/13,Los1\Bilddaten\28141\38.jpg,18.24,3.685466667,5,4.69,0,5,1.88,2.66,5,U,13.5304107,0,10,0,0,0,0,3.23,0,1,2.25,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2127,Fahrbahn,Fl_20150413_2127,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28142\10.jpg,12.78,4.265348837,3.7,5,0,5,3.51,3.88,5,U,14.54508321,5,40,0,0,0,0,3.42,0,2.07,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
3460,Fahrbahn,Fl_20150413_3460,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28142\26.jpg,5.83,1.932777778,1.96,2.74,0,3.64,3.12,3.25,3.64,Ku,16.3923665,5,25,0,0,0,0,3.64,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2131,Fahrbahn,Fl_20150413_2131,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28142\43.jpg,13.36,1.774754098,3.84,2.53,0,3.84,3.2,3.36,3.84,Ku,13.96088182,0,40,0,0,0,0,3.31,0,1,4.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
2132,Fahrbahn,Fl_20150413_2132,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28142\50.jpg,12.77,5.083492063,3.69,5,0,5,3.12,3.59,5,U,13.84388571,5,25,0,0,0,0,3.29,0,2.07,3.5,1,1,,,,,,,0,,,,,,,,,,,0,0,0,8,2,,
2097,Fahrbahn,Fl_20150413_2097,45520027_45520028.01,2015/4/13,Los1\Bilddaten\28142\60.jpg,12.48,2.738983051,3.62,3.74,0,3.74,3.25,3.38,3.74,Ku,12.85761266,5,30,0,0,0,0,3.11,0,2.07,3.83,1,1,,,,,,,0,,,,,,,,,,,0,0,0,6,2,,
324,Fahrbahn,Fl_20150413_324,45510011_45510012.02,20150413,Los1\Bilddaten\28023\4.jpg,,,,,2,2,2.16,2.12,2.12,M,0,0,15,0,0,,0,1,2,1,2.67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,2,,0
130,Fahrbahn,Fl_20150413_130,45510008_45510002.02,20150413,Los1\Bilddaten\28027\9.jpg,,,,,3,3,4.31,3.98,3.98,Ko,0,15,50,0,15,,0,1,3,3.5,5,1,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,6,2,,0
176,Fahrbahn,Fl_20150413_176,45510002_45510009.02,20150413,Los1\Bilddaten\28035\41.jpg,,,,,2,2,3.52,3.14,3.14,Ko,0,10,20,0,10,,0,1,2,2.79,3.08,1,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,5,2,,0
189,Fahrbahn,Fl_20150413_189,45510009_45510010.01,20150413,Los1\Bilddaten\28036\26.jpg,,,,,2,2,2.01,2.01,2.01,M,0,1,1,0,1,,0,1,2,1.5,1.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,2,,0
